,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
371,Marsala,20,IT,1584864139,81,37.8,12.44,17.22,2.6
372,Kitimat,90,CA,1584864140,64,54.05,-128.65,4.0,1.5
373,Mana,78,GF,1584864140,98,5.66,-53.78,22.27,1.01
374,Honningsvåg,100,NO,1584864140,66,70.98,25.97,2.77,11.66
375,Northam,55,GB,1584864140,80,51.03,-4.22,5.0,3.6
376,La Rioja,8,ES,1584864140,93,42.25,-2.5,6.67,1.5
377,Xam Nua,59,LA,1584864141,30,20.42,104.04,29.17,1.43
378,Thanh Pho Uong Bi,75,VN,1584864141,88,21.03,106.78,25.0,4.1
379,Hofn,100,IS,1584864141,77,64.25,-15.21,4.27,14.08
380,Jönköping,0,SE,1584864141,68,57.78,14.16,1.11,2.45
381,Along,68,IN,1584864141,42,28.17,94.77,24.57,2.05
382,Upington,0,ZA,1584864142,47,-28.45,21.26,25.0,6.7
383,El Sauzal de Rodríguez,100,MX,1584864142,90,31.9,-116.68,11.67,1.34
384,Yambio,100,SS,1584864142,66,4.57,28.4,26.97,3.41
385,Clonakilty,75,IE,1584864142,87,51.62,-8.87,6.0,3.6
386,Gloversville,20,US,1584864142,38,43.05,-74.34,-3.89,5.1
387,Leningradskiy,100,RU,1584864143,77,69.38,178.42,-17.83,3.58
388,Bethel,90,US,1584864143,31,41.37,-73.41,3.33,5.7
389,Masallātah,0,LY,1584864143,52,32.62,14.0,18.87,9.08
390,Zhigansk,0,RU,1584864143,89,66.77,123.37,-18.53,3.65
391,Rørvik,100,NO,1584864143,66,64.86,11.24,3.67,12.38
392,Havelock,90,US,1584864029,71,34.88,-76.9,12.0,7.2
393,Ziway,100,ET,1584864144,53,7.93,38.72,22.37,2.55
394,Port Blair,0,IN,1584864144,66,11.67,92.75,28.17,2.96
395,Kenai,90,US,1584864144,86,60.55,-151.26,0.0,1.5
396,Port Macquarie,3,AU,1584864087,65,-31.43,152.92,26.0,3.6
397,Morehead,1,US,1584864145,80,37.27,-87.18,2.0,2.1
398,Lake Shasta,1,US,1584864145,91,40.68,-122.37,12.0,1.07
399,Medicine Hat,75,CA,1584864100,85,50.05,-110.67,-5.0,2.1
400,Esperance,90,AU,1584864145,77,-33.87,121.9,20.0,7.2
401,Springville,1,US,1584864146,63,40.17,-111.61,4.44,1.47
402,Harpanahalli,0,IN,1584864146,11,14.8,75.98,36.47,2.12
403,Saldanha,49,ZA,1584864146,88,-33.01,17.94,17.0,1.0
404,Wuwei,62,CN,1584864146,21,37.93,102.64,15.37,4.47
405,Haukipudas,0,FI,1584864147,74,65.18,25.35,-0.56,3.1
406,Kikwit,99,CD,1584864147,80,-5.04,18.82,24.67,0.81
407,Ixtapa,5,MX,1584864147,88,20.7,-105.2,21.0,1.53
408,Hastings,0,GB,1584864147,68,50.86,0.57,6.11,10.3
409,Mackay,99,AU,1584864148,74,-21.15,149.2,27.0,7.7
410,High Rock,0,BS,1584864148,78,26.62,-78.28,23.37,5.47
411,Ahipara,37,NZ,1584864148,89,-35.17,173.17,20.27,5.7
412,Kovdor,54,RU,1584864148,82,67.57,30.48,-3.43,5.92
413,Makkah al Mukarramah,0,SA,1584864148,14,21.43,39.83,25.97,4.21
414,Chapais,1,CA,1584864148,75,49.78,-74.85,-27.0,1.5
415,Telde,20,ES,1584864149,63,27.99,-15.42,16.0,2.6
416,Kalevala,0,RU,1584864149,75,65.2,31.17,-2.73,4.86
417,Brenham,90,US,1584864149,93,30.17,-96.4,16.11,1.5
418,Concepción de la Vega,62,DO,1584864149,1,19.22,-70.53,21.67,0.67
419,Dunedin,100,NZ,1584863890,65,-45.87,170.5,12.78,0.89
420,Necochea,67,AR,1584864150,74,-38.55,-58.74,18.33,3.13
421,Tilichiki,100,RU,1584864150,96,60.47,166.1,0.17,9.87
422,Mahon,20,ES,1584864150,82,39.89,4.27,15.0,5.1
423,Alexander City,1,US,1584863905,87,32.94,-85.95,12.78,2.1
424,Sterling,90,US,1584864151,52,39.01,-77.43,7.22,4.1
425,Carauari,100,BR,1584864151,97,-4.88,-66.9,23.47,0.96
426,Ganzhou,99,CN,1584864151,81,28.82,115.43,20.97,2.43
427,Cap Malheureux,75,MU,1584864151,74,-19.98,57.61,28.89,5.1
428,Mīnāb,90,IR,1584864151,88,27.15,57.08,22.0,4.1
429,Fare,0,PF,1584864151,73,-16.7,-151.02,28.57,2.99
430,Mahon,20,ES,1584864084,82,39.89,4.27,15.0,5.1
431,Majene,100,ID,1584863951,74,-3.54,118.97,27.67,1.24
432,Cidreira,1,BR,1584864152,78,-30.18,-50.21,22.37,5.8
433,Santo Tomas,20,PH,1584864152,46,14.11,121.14,34.44,5.1
434,Beira,20,MZ,1584864152,74,-19.84,34.84,28.0,3.6
435,Atkarsk,100,RU,1584864153,96,51.87,45.01,-0.73,8.67
436,San Quintín,100,MX,1584864153,75,30.48,-115.95,13.97,3.37
437,Somerset West,20,ZA,1584864153,72,-34.08,18.82,23.33,4.6
438,Ambilobe,1,MG,1584864153,62,-13.2,49.05,30.97,5.03
439,Kanniyākumāri,68,IN,1584864153,72,8.08,77.57,28.57,3.89
440,Marabu,75,MY,1584864154,84,4.41,114.01,30.0,5.1
441,Strezhevoy,100,RU,1584864154,47,60.73,77.59,-10.0,7.0
442,Zemio,80,CF,1584864154,45,5.03,25.14,31.87,2.07
443,Saint-Augustin,83,CA,1584864154,80,51.23,-58.65,-16.33,6.78
444,Guanare,12,VE,1584864155,67,9.04,-69.74,21.27,1.32
445,Loreto,98,MX,1584864155,79,22.27,-101.97,15.07,3.9
446,Nokaneng,0,BW,1584864155,38,-19.67,22.27,28.77,5.65
447,Pangnirtung,100,CA,1584864155,99,66.15,-65.71,-26.83,0.25
448,Beringovskiy,100,RU,1584864155,95,63.05,179.32,1.37,7.14
449,Odienné,100,CI,1584863950,49,9.51,-7.57,29.37,1.91
450,Shirokiy,0,RU,1584864156,84,49.76,129.52,-4.63,1.94
451,Flinders,90,AU,1584864156,72,-34.58,150.86,21.67,5.7
452,Cabedelo,100,BR,1584864005,88,-6.98,-34.83,25.0,2.1
453,Hirara,20,JP,1584864156,83,24.8,125.28,27.0,8.7
454,Agadez,98,NE,1584864157,16,19.75,10.25,31.57,2.67
455,Gannan,20,CN,1584864157,41,47.91,123.5,3.17,0.85
456,Tabas,26,IR,1584864157,43,33.6,56.92,22.0,2.1
457,Payson,1,US,1584864157,63,40.04,-111.73,4.44,1.47
458,Anadyr,75,RU,1584864157,85,64.75,177.48,-4.0,12.0
459,Puerto Escondido,0,MX,1584864158,56,15.85,-97.07,20.87,1.96
460,Erzin,0,TR,1584864158,100,36.96,36.2,17.0,2.1
461,Makakilo City,75,US,1584864031,94,21.35,-158.09,24.0,2.06
462,Thunder Bay,20,CA,1584864075,84,48.4,-89.32,-6.67,1.0
463,Vanino,100,RU,1584864158,92,49.09,140.25,-2.83,2.04
464,Lydenburg,100,ZA,1584864159,62,-25.1,30.46,24.44,1.34
465,Garissa,0,KE,1584864159,38,-0.45,39.64,32.57,4.55
466,Huntington,90,US,1584864136,80,38.42,-82.45,3.89,1.5
467,‘Āhuimanu,20,US,1584864159,69,21.44,-157.84,24.0,4.6
468,Kanigoro,100,ID,1584864159,75,-8.13,112.22,29.07,3.98
469,Rapid City,1,US,1584864105,70,44.08,-103.23,1.67,1.5
470,Nagornyy,75,RU,1584864160,59,52.8,83.55,3.0,12.0
471,Dinar,89,TR,1584864160,39,38.06,30.17,7.0,2.1
472,Bukama,79,CD,1584864160,90,-9.2,25.85,26.07,0.96
473,Quatre Cocos,75,MU,1584864161,74,-20.21,57.76,28.89,5.1
474,Xining,0,CN,1584864036,15,36.62,101.77,15.27,5.64
475,Severodvinsk,61,RU,1584864161,68,64.56,39.83,-4.0,4.0
476,Akdepe,100,TM,1584864162,29,42.06,59.38,12.0,7.2
477,Caxias,0,PT,1584864162,87,38.7,-9.28,11.67,3.1
478,Banda Aceh,50,ID,1584864162,54,5.56,95.32,30.37,3.84
479,Yining,59,CN,1584864162,75,29.04,114.56,22.87,2.87
480,Tsimmerbude,20,RU,1584864162,55,54.67,20.13,1.0,8.0
481,Acaraú,100,BR,1584864162,93,-2.89,-40.12,22.47,1.28
482,Naze,90,JP,1584864163,94,28.37,129.48,21.0,4.1
483,Lüderitz,0,NA,1584864163,68,-26.65,15.16,19.0,6.7
484,Cuiluan,41,CN,1584864163,61,47.72,128.65,-1.93,3.43
485,Nieves,75,PH,1584864163,46,15.33,120.95,34.0,3.1
486,Cēsis,0,LV,1584864164,61,57.31,25.27,-0.56,3.13
487,Linjiang,47,CN,1584864164,57,41.81,126.91,-0.23,1.95
488,Tazovsky,68,RU,1584864164,93,67.47,78.7,-19.13,4.53
489,Puri,40,IN,1584864164,43,19.8,85.85,33.0,1.0
490,Buchanan,75,LR,1584864164,94,5.88,-10.05,24.0,3.1
491,Kichera,100,RU,1584864165,91,55.94,110.1,-3.93,3.17
492,St. George's,8,GD,1584864165,81,12.06,-61.75,25.47,7.19
493,Dindori,39,IN,1584864165,21,22.95,81.08,30.27,2.69
494,Lehututu,0,BW,1584864165,29,-23.97,21.87,29.87,7.34
495,Tautira,75,PF,1584864166,83,-17.73,-149.15,26.0,3.6
496,Ketchikan,90,US,1584864166,86,55.34,-131.65,5.0,2.6
497,Sorong,100,ID,1584864166,98,-0.88,131.25,23.57,0.21
498,Mbuguni,75,TZ,1584864166,78,-3.57,36.95,24.0,2.6
499,Kaduqli,71,SD,1584864167,6,11.02,29.72,37.37,4.89
500,Black River,20,JM,1584864167,73,18.03,-77.85,25.0,4.1
501,Kainantu,100,PG,1584864167,98,-6.29,145.87,17.17,0.68
502,Santa Rosa,20,PH,1584864167,46,14.31,121.11,34.44,5.1
503,Dimovo,99,BG,1584864167,69,43.74,22.73,7.07,2.65
504,Tual,100,ID,1584864167,77,-5.67,132.75,26.97,2.36
505,Sakakah,0,SA,1584864152,54,29.97,40.21,12.0,6.7
506,Sørland,100,NO,1584864168,90,67.67,12.69,4.27,20.41
507,Sūsangerd,90,IR,1584864168,87,31.56,48.18,13.0,5.1
508,Ballina,0,AU,1584864168,74,-28.87,153.57,31.0,5.7
509,Ashquelon,40,IL,1584863881,63,31.67,34.57,16.67,3.1
510,Batagay-Alyta,100,RU,1584864169,96,67.8,130.41,-19.73,0.93
511,Goedereede,0,NL,1584864010,64,51.82,3.98,4.0,10.8
512,Shache,13,CN,1584864169,16,38.42,77.24,21.07,2.91
513,Mórrope,43,PE,1584864169,64,-6.54,-80.01,25.07,1.82
514,Ukiah,1,US,1584864027,75,39.15,-123.21,10.0,1.2
515,Pareora,97,NZ,1584864170,84,-44.49,171.21,14.44,1.34
516,Sitka,90,US,1584864170,93,57.05,-135.33,3.0,2.6
517,Hambantota,20,LK,1584864170,47,6.12,81.12,35.0,2.1
518,Barra do Garças,66,BR,1584863999,99,-15.89,-52.26,20.67,0.93
519,Antofagasta,26,CL,1584864151,93,-23.65,-70.4,16.0,1.0
520,Lokosovo,17,RU,1584864171,77,61.13,74.82,-11.93,5.42
521,Homer,90,US,1584864171,87,59.64,-151.55,1.0,2.91
522,Sonoita,100,MX,1584864171,72,31.85,-112.83,12.22,0.9
523,Jauharabad,59,PK,1584864171,37,32.29,72.28,25.87,1.9
524,Corn Island,0,NI,1584864172,75,12.17,-83.04,26.57,7.22
525,Oussouye,0,SN,1584864172,73,12.48,-16.55,22.0,2.1
526,Juneau,90,US,1584864172,86,58.3,-134.42,3.33,6.7
527,Kokstad,4,ZA,1584864172,31,-30.55,29.42,25.17,2.1
528,Krasnozerskoye,100,RU,1584864172,83,53.98,79.24,-2.73,12.32
529,Sungai Penuh,100,ID,1584864173,96,-2.08,101.38,19.77,0.36
530,Xiaoyi,100,CN,1584864173,26,34.62,109.7,24.07,2.17
531,Pokhara,44,NP,1584864173,39,28.23,83.98,24.77,3.07
532,Kilindoni,0,TZ,1584864173,70,-7.91,39.67,29.17,3.58
533,Salzwedel,0,DE,1584864173,59,52.85,11.15,5.0,4.1
